CommonName,Species,Treatment_temp,Phase,Chamber,SpeciesID,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,ScientificName,Week,Weight_g,Porometer,PercentBrown,Dead,Dead_Count,Heatwave_graph,Heatwave,SerialNumber,CalNum,DateTime,Date,Time,Conductance,Temperature_C,LeafSensor_PercentRH,FilterSensor_PercentRH,Porometer_Est,Stress_Level,Stress_Week,Stress_Week_Avg_Porometer,SD_Porometer
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,26,396,35,10,alive,0,Limber Pine,no,LPS3038,2002000,3/3/2022 11:37,3/3/2022,1137,35,21.9,10.9,4.4,35,yes,16,16.4,6.512586105
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,27,387,35.9,10,alive,0,Limber Pine,no,LPS3038,1902002,3/11/2022 10:51,3/11/2022,1051,35.9,19.4,11.1,4.2,35.9,yes,16,16.4,6.65316132
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,28,379,31.5,10,alive,0,Limber Pine,no,LPS2668,2003304,3/18/2022 13:51,3/18/2022,1351,31.5,21.3,16.2,7.3,31.5,yes,16,16.4,5.636675537
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,29,375,25.2,25,alive,0,Limber Pine,no,LPS2668,2002800,3/24/2022 9:57,3/24/2022,957,25.2,20.8,11.3,4.7,25.2,yes,16,16.4,5.909399293
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,30,373,59.4,25,alive,0,Limber Pine,no,LPS3038,2002202,3/31/2022 10:16,3/31/2022,1016,59.4,21.5,18.5,7.9,59.4,yes,16,16.4,22.56581485
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,31,373,40.7,50,alive,0,Limber Pine,no,LPS3038,2202002,4/7/2022 13:46,4/7/2022,1346,40.7,22.2,12.9,5.5,40.7,yes,16,16.4,15.08737883
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,32,372,26.1,75,alive,0,Limber Pine,no,LPS2668,2003301,4/15/2022 9:30,4/15/2022,930,26.1,20.7,14.1,6.4,26.1,yes,16,16.4,13.54172154
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,33,371,55.9,75,dead,1,Limber Pine,no,LPS3038,2102001,4/21/2022 11:38,4/21/2022,1138,55.9,22.5,16.2,6.7,55.9,yes,16,16.4,27.37831461
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,34,371,51,75,dead,1,Limber Pine,no,LPS3038,2202002,4/29/2022 8:57,4/29/2022,857,51,22.4,15.6,6.8,51,yes,16,16.4,24.70057354
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,35,371,55.4,75,dead,1,Limber Pine,no,LPS3038,2202001,5/6/2022 14:07,5/6/2022,1407,55.4,23.6,16,6.7,55.4,yes,16,16.4,31.65803567
Limber Pine,PIFL,Ambient,1,2,PIFL40,Drought,yes,6.14,178,5,3.58,Pinus flexilis,36,371,29.4,75,dead,1,Limber Pine,no,LPS2668,2203303,5/12/2022 9:01,5/12/2022,901,29.4,22.4,15.7,7.3,29.4,yes,16,16.4,14.58364762
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,1,666,172.9,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2402800,9/13/2021 11:38,9/13/2021,1138,172.9,24.4,39.9,17.8,172.9,no,NA,NA,57.2814106
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,2,660,NA,10,alive,0,Limber Pine_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,3,667,264.2,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2302801,9/23/2021 12:45,9/23/2021,1245,264.2,23.5,46.8,20.7,264.2,no,NA,NA,86.7678704
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,4,660,389,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2302602,10/1/2021 13:47,10/1/2021,1347,389,23.9,51.5,22.6,389,no,NA,NA,67.32629501
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,5,662,125.5,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2302402,10/8/2021 15:30,10/8/2021,1530,125.5,25.1,32.4,15,125.5,no,NA,NA,99.10766872
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,6,648,102.9,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002202,10/14/2021 12:46,10/14/2021,1246,102.9,22.7,26.6,11.5,102.9,no,NA,NA,72.81751163
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,7,648,74.5,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2402402,10/21/2021 14:23,10/21/2021,1423,74.5,23.2,22.4,9.2,74.5,no,NA,NA,25.87218584
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,8,590,282.2,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2202000,10/28/2021 14:22,10/28/2021,1422,282.2,22.8,41.3,17.2,282.2,no,NA,NA,14.62372502
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,9,573,128.7,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2102002,11/4/2021 15:17,11/4/2021,1517,128.7,23,29,12.7,128.7,no,NA,NA,100.5211089
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,10,552,128.2,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2102001,11/12/2021 9:57,11/12/2021,957,128.2,21.6,28.3,12,128.2,no,NA,NA,92.07194651
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,11,553,139.6,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002001,11/18/2021 14:03,11/18/2021,1403,139.6,22.6,29.9,12.9,139.6,no,NA,NA,82.01867673
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,12,516,155.6,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002000,11/23/2021 13:26,11/23/2021,1326,155.6,22.3,31.5,13.3,155.6,no,NA,NA,84.45856973
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,13,550,96,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2102100,12/2/2021 12:39,12/2/2021,1239,96,23.4,24.1,9.9,96,no,NA,NA,72.29082468
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,14,510,143.6,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002001,12/9/2021 10:48,12/9/2021,1048,143.6,19.3,29.5,12.1,143.6,no,NA,NA,76.35904225
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,15,543,160.6,10,alive,0,Limber Pine_heatwave,yes,LPS3038,1802001,12/16/2021 13:07,12/16/2021,1307,160.6,18.5,32.7,13.9,160.6,no,NA,NA,82.34174721
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,16,NA,110.2,NA,alive,0,Limber Pine_heatwave,yes,LPS3038,2102002,12/23/2021 14:36,12/23/2021,1436,110.2,22.3,25.8,10.9,110.2,no,NA,NA,21.95389108
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,17,558,NA,10,alive,0,Limber Pine_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,18,521,NA,10,alive,0,Limber Pine_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,19,568,56.4,10,alive,0,Limber Pine_heatwave,yes,LPS2668,1903801,1/14/2022 10:41,1/14/2022,1041,56.4,20.2,27.4,12.6,56.4,no,NA,NA,66.81783694
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,20,518,132.5,10,alive,0,Limber Pine_heatwave,yes,LPS3038,1902300,1/20/2022 10:59,1/20/2022,1059,132.5,20.3,32.8,14.6,132.5,no,NA,NA,92.13079471
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,21,570,168,10,alive,0,Limber Pine_heatwave,yes,LPS3038,1802000,1/27/2022 9:25,1/27/2022,925,168,18.8,34.6,15.6,168,no,NA,NA,55.82959191
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,22,527,84.2,10,alive,0,Limber Pine_heatwave,yes,LPS2668,1803502,2/3/2022 10:27,2/3/2022,1027,84.2,17.4,31.7,14.4,84.2,no,NA,NA,45.87886224
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,23,568,111.7,10,alive,0,Limber Pine_heatwave,yes,LPS2668,2003204,2/10/2022 10:18,2/10/2022,1018,111.7,19.4,36.2,17.5,111.7,no,NA,NA,31.74182309
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,24,524,143.7,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002300,2/17/2022 11:10,2/17/2022,1110,143.7,20.3,33.8,15.3,143.7,no,NA,NA,58.98324621
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,25,572,173.9,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002107,2/24/2022 9:19,2/24/2022,919,173.9,18.4,34.8,15.8,173.9,no,NA,NA,41.07894838
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,26,534,161.2,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002000,3/3/2022 10:31,3/3/2022,1031,161.2,21.8,33.2,14.9,161.2,no,NA,NA,87.29095028
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,27,562,185.2,10,alive,0,Limber Pine_heatwave,yes,LPS3038,1902002,3/11/2022 10:19,3/11/2022,1019,185.2,19.7,35.8,15.9,185.2,no,NA,NA,27.33294715
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,28,516,132.1,10,alive,0,Limber Pine_heatwave,yes,LPS2668,2003304,3/18/2022 14:10,3/18/2022,1410,132.1,22,39.1,18.2,132.1,no,NA,NA,25.9
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,29,561,122.4,10,alive,0,Limber Pine_heatwave,yes,LPS2668,2002800,3/24/2022 10:44,3/24/2022,1044,122.4,20.2,35,16.3,122.4,no,NA,NA,50.20687204
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,30,516,176,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002202,3/31/2022 10:33,3/31/2022,1033,176,21,36,15.8,176,no,NA,NA,63.22858004
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,31,571,203.7,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2202002,4/7/2022 13:20,4/7/2022,1320,203.7,22.2,37.5,17.1,203.7,no,NA,NA,51.24851217
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,32,521,107.2,10,alive,0,Limber Pine_heatwave,yes,LPS2668,2003301,4/15/2022 9:13,4/15/2022,913,107.2,21,35.3,16.3,107.2,maybe,NA,NA,30.89190833
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,33,556,173.1,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2102001,4/21/2022 11:49,4/21/2022,1149,173.1,23,33.9,14.9,173.1,maybe,NA,NA,19.52955026
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,34,504,172.8,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2202002,4/29/2022 9:11,4/29/2022,911,172.8,22,34.5,15.6,172.8,maybe,NA,NA,30.92463958
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,35,548,167.4,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2202001,5/6/2022 14:03,5/6/2022,1403,167.4,23.6,33.6,14.9,167.4,maybe,NA,NA,30.21164235
Limber Pine,PIFL,Ambient_HW,1,2,PIFL03,Watered,yes,5.71,100,3,NA,Pinus flexilis,36,575,107.1,10,alive,0,Limber Pine_heatwave,yes,LPS2668,2203303,5/12/2022 8:50,5/12/2022,850,107.1,22.9,35.5,16.6,107.1,maybe,NA,NA,29.43914627
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,1,664,243.7,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2402800,9/13/2021 11:43,9/13/2021,1143,243.7,24.5,45.5,20.1,243.7,no,NA,NA,57.2814106
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,2,658,NA,10,alive,0,Limber Pine_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,3,673,437.7,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2302801,9/23/2021 12:47,9/23/2021,1247,437.7,23.5,54.3,23.7,437.7,no,NA,NA,86.7678704
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,4,664,259.5,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2302602,10/1/2021 13:51,10/1/2021,1351,259.5,23.9,45.3,20,259.5,no,NA,NA,67.32629501
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,5,671,177.7,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2302402,10/8/2021 15:28,10/8/2021,1528,177.7,25,38.1,17.3,177.7,no,NA,NA,99.10766872
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,6,659,167,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002202,10/14/2021 12:44,10/14/2021,1244,167,22.6,34.6,14.8,167,no,NA,NA,72.81751163
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,7,660,126,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2402402,10/21/2021 14:25,10/21/2021,1425,126,23.4,31.1,13.2,126,no,NA,NA,25.87218584
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,8,604,280.8,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2202000,10/28/2021 14:20,10/28/2021,1420,280.8,22.5,41.5,17.6,280.8,no,NA,NA,14.62372502
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,9,591,187.1,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2102002,11/4/2021 15:19,11/4/2021,1519,187.1,22.9,35.2,15.4,187.1,no,NA,NA,100.5211089
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,10,568,204.6,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2102001,11/12/2021 9:59,11/12/2021,959,204.6,21.5,36.8,16.1,204.6,no,NA,NA,92.07194651
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,11,565,167.1,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002001,11/18/2021 14:04,11/18/2021,1404,167.1,22.5,33.2,14.4,167.1,no,NA,NA,82.01867673
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,12,526,200.6,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002000,11/23/2021 13:29,11/23/2021,1329,200.6,22.2,36,15.4,200.6,no,NA,NA,84.45856973
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,13,565,130,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2102100,12/2/2021 12:37,12/2/2021,1237,130,23.4,29.1,12.1,130,no,NA,NA,72.29082468
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,14,529,214.7,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002001,12/9/2021 10:45,12/9/2021,1045,214.7,19.3,36.3,14.9,214.7,no,NA,NA,76.35904225
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,15,577,192.9,10,alive,0,Limber Pine_heatwave,yes,LPS3038,1802001,12/16/2021 13:09,12/16/2021,1309,192.9,18.5,36,15.5,192.9,no,NA,NA,82.34174721
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,16,NA,138.6,NA,alive,0,Limber Pine_heatwave,yes,LPS3038,2102002,12/23/2021 14:37,12/23/2021,1437,138.6,22.2,29.3,12.2,138.6,no,NA,NA,21.95389108
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,17,610,NA,10,alive,0,Limber Pine_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,18,571,NA,10,alive,0,Limber Pine_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,19,593,79.1,10,alive,0,Limber Pine_heatwave,yes,LPS2668,1903801,1/14/2022 11:00,1/14/2022,1100,79.1,21,33,15.2,79.1,no,NA,NA,66.81783694
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,20,519,168.5,10,alive,0,Limber Pine_heatwave,yes,LPS3038,1902300,1/20/2022 11:02,1/20/2022,1102,168.5,20.4,36.9,16.5,168.5,no,NA,NA,92.13079471
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,21,578,194.2,10,alive,0,Limber Pine_heatwave,yes,LPS3038,1802000,1/27/2022 9:27,1/27/2022,927,194.2,18.7,37.3,17,194.2,no,NA,NA,55.82959191
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,22,534,107.1,10,alive,0,Limber Pine_heatwave,yes,LPS2668,1803502,2/3/2022 10:29,2/3/2022,1029,107.1,17.4,35.7,16.1,107.1,no,NA,NA,45.87886224
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,23,573,131.8,10,alive,0,Limber Pine_heatwave,yes,LPS2668,2003204,2/10/2022 10:15,2/10/2022,1015,131.8,19.4,38.8,18.5,131.8,no,NA,NA,31.74182309
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,24,530,212.4,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002300,2/17/2022 11:07,2/17/2022,1107,212.4,20.2,40.4,18.1,212.4,no,NA,NA,58.98324621
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,25,591,197.7,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002107,2/24/2022 9:17,2/24/2022,917,197.7,18.5,36.9,16.6,197.7,no,NA,NA,41.07894838
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,26,553,201.3,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002000,3/3/2022 10:29,3/3/2022,1029,201.3,21.8,36.6,16.1,201.3,no,NA,NA,87.29095028
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,27,581,223,10,alive,0,Limber Pine_heatwave,yes,LPS3038,1902002,3/11/2022 10:17,3/11/2022,1017,223,19.7,39.1,17.4,223,no,NA,NA,27.33294715
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,28,532,150.3,10,alive,0,Limber Pine_heatwave,yes,LPS2668,2003304,3/18/2022 14:07,3/18/2022,1407,150.3,22,41.7,19.7,150.3,no,NA,NA,25.9
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,29,588,161.9,10,alive,0,Limber Pine_heatwave,yes,LPS2668,2002800,3/24/2022 10:41,3/24/2022,1041,161.9,20.2,39.7,18.3,161.9,no,NA,NA,50.20687204
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,30,547,219.6,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002202,3/31/2022 10:30,3/31/2022,1030,219.6,21.2,39.9,17.7,219.6,no,NA,NA,63.22858004
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,31,588,193.8,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2202002,4/7/2022 13:18,4/7/2022,1318,193.8,22.3,36,15.9,193.8,no,NA,NA,51.24851217
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,32,540,99.6,10,alive,0,Limber Pine_heatwave,yes,LPS2668,2003301,4/15/2022 9:10,4/15/2022,910,99.6,21.2,33.9,15.6,99.6,no,NA,NA,30.89190833
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,33,586,195.6,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2102001,4/21/2022 11:47,4/21/2022,1147,195.6,23.1,35.7,15.4,195.6,no,NA,NA,19.52955026
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,34,538,189.8,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2202002,4/29/2022 9:09,4/29/2022,909,189.8,22.1,35.8,16,189.8,no,NA,NA,30.92463958
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,35,584,225.7,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2202001,5/6/2022 13:58,5/6/2022,1358,225.7,23.5,38.8,17.3,225.7,no,NA,NA,30.21164235
Limber Pine,PIFL,Ambient_HW,1,2,PIFL04,Watered,yes,7.12,93,4,NA,Pinus flexilis,36,600,125.8,10,alive,0,Limber Pine_heatwave,yes,LPS2668,2203303,5/12/2022 8:48,5/12/2022,848,125.8,23.1,38.7,18.4,125.8,maybe,NA,NA,29.43914627
Limber Pine,PIFL,Ambient_HW,1,2,PIFL05,Watered,yes,4.28,128,4,NA,Pinus flexilis,1,758,286.3,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2402800,9/13/2021 11:45,9/13/2021,1145,286.3,24.6,48,21.2,286.3,no,NA,NA,57.2814106
Limber Pine,PIFL,Ambient_HW,1,2,PIFL05,Watered,yes,4.28,128,4,NA,Pinus flexilis,2,749,NA,10,alive,0,Limber Pine_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
Limber Pine,PIFL,Ambient_HW,1,2,PIFL05,Watered,yes,4.28,128,4,NA,Pinus flexilis,3,761,347.9,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2302801,9/23/2021 12:50,9/23/2021,1250,347.9,23.7,51.1,22.5,347.9,no,NA,NA,86.7678704
Limber Pine,PIFL,Ambient_HW,1,2,PIFL05,Watered,yes,4.28,128,4,NA,Pinus flexilis,4,749,356.2,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2302602,10/1/2021 13:52,10/1/2021,1352,356.2,24,50.4,22.4,356.2,no,NA,NA,67.32629501
Limber Pine,PIFL,Ambient_HW,1,2,PIFL05,Watered,yes,4.28,128,4,NA,Pinus flexilis,5,756,317.2,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2302402,10/8/2021 15:26,10/8/2021,1526,317.2,25.1,47.7,21.6,317.2,no,NA,NA,99.10766872
Limber Pine,PIFL,Ambient_HW,1,2,PIFL05,Watered,yes,4.28,128,4,NA,Pinus flexilis,6,743,248.2,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2002202,10/14/2021 12:41,10/14/2021,1241,248.2,22.5,41.5,18,248.2,no,NA,NA,72.81751163
Limber Pine,PIFL,Ambient_HW,1,2,PIFL05,Watered,yes,4.28,128,4,NA,Pinus flexilis,7,757,104.6,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2402402,10/21/2021 14:28,10/21/2021,1428,104.6,23.7,28,11.9,104.6,no,NA,NA,25.87218584
Limber Pine,PIFL,Ambient_HW,1,2,PIFL05,Watered,yes,4.28,128,4,NA,Pinus flexilis,8,683,256.2,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2202000,10/28/2021 14:17,10/28/2021,1417,256.2,22.2,40.2,17.2,256.2,no,NA,NA,14.62372502
Limber Pine,PIFL,Ambient_HW,1,2,PIFL05,Watered,yes,4.28,128,4,NA,Pinus flexilis,9,661,324.5,10,alive,0,Limber Pine_heatwave,yes,LPS3038,2102002,11/4/2021 15:21,11/4/2021,1521,324.5,22.9,44.7,19.8,324.5,no,NA,NA,100.5211089
