Species,SpeciesID,Week,Phase,Chamber,ScientificName,CommonName,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Weight_g,Porometer,PercentBrown,Dead,SerialNumber,CalNum,DateTime,Date,Time,Conductance,Temperature_C,LeafSensor_PercentRH,FilterSensor_PercentRH
PIFL,PIFL38,30,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,369,61.2,75,dead,LPS3038,2002202,2022-03-31 10:26:00,2022-03-31,1026,61.2,21.3,19.1,8.3
PIFL,PIFL38,30.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,NA,NA,75,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL38,31,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,369,41.7,75,dead,LPS3038,2202002,2022-04-07 13:51:00,2022-04-07,1351,41.7,22.2,13,5.5
PIFL,PIFL38,31.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,NA,NA,90,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL38,32,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,368,22.8,90,dead,LPS2668,2003301,2022-04-15 09:36:00,2022-04-15,0936,22.8,20.7,12.7,5.8
PIFL,PIFL38,32.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL38,33,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL38,33.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL38,34,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL38,34.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL38,35,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL38,35.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL38,36,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.03,184,6,4.58,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,1,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,766,190,10,alive,LPS3038,2402800,2021-09-13 12:51:00,2021-09-13,1251,190,25.3,41.3,18.3
PIFL,PIFL39,1.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,2,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,761,161.5,10,alive,LPS3038,2402902,2021-09-17 14:05:00,2021-09-17,1405,161.5,25.5,39.5,17.8
PIFL,PIFL39,2.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,3,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,756,195.2,10,alive,LPS3038,2302801,2021-09-23 12:29:00,2021-09-23,1229,195.2,23.8,41.9,18.6
PIFL,PIFL39,3.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,4,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,756,199.9,10,alive,LPS3038,2302602,2021-10-01 13:43:00,2021-10-01,1343,199.9,24,41.3,18.6
PIFL,PIFL39,4.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,754,173.4,10,alive,LPS3038,2302402,2021-10-08 15:06:00,2021-10-08,1506,173.4,25.2,38.3,18.1
PIFL,PIFL39,5.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,6,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,751,97.3,10,alive,LPS3038,2002202,2021-10-14 12:19:00,2021-10-14,1219,97.3,22.4,26.2,11.7
PIFL,PIFL39,6.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,7,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,743,54,10,alive,LPS3038,2402402,2021-10-21 17:13:00,2021-10-21,1713,54,24.5,17.6,7
PIFL,PIFL39,7.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,NA,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,8,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,724,63.7,10,alive,LPS3038,2202000,2021-10-28 12:23:00,2021-10-28,1223,63.7,23.5,17.3,6.9
PIFL,PIFL39,8.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,9,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,708,97,10,alive,LPS3038,2102002,2021-11-04 15:11:00,2021-11-04,1511,97,23.2,24.3,10.6
PIFL,PIFL39,9.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,10,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,696,110.5,10,alive,LPS3038,2102001,2021-11-12 09:53:00,2021-11-12,0953,110.5,21.9,26.3,11.4
PIFL,PIFL39,10.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,11,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,669,95.5,10,alive,LPS3038,2002001,2021-11-18 14:48:00,2021-11-18,1448,95.5,22.4,23.9,10.3
PIFL,PIFL39,11.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,12,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,649,123.4,10,alive,LPS3038,2002000,2021-11-23 14:34:00,2021-11-23,1434,123.4,22.3,28.3,12.4
PIFL,PIFL39,12.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,13,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,625,72,10,alive,LPS3038,2102100,2021-12-02 12:22:00,2021-12-02,1222,72,23.2,20.1,8.4
PIFL,PIFL39,13.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,14,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,601,98.3,10,alive,LPS3038,2002001,2021-12-09 10:36:00,2021-12-09,1036,98.3,19.3,23.8,9.9
PIFL,PIFL39,14.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,15,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,588,113.5,10,alive,LPS3038,1802001,2021-12-16 14:37:00,2021-12-16,1437,113.5,18.8,27.2,11.7
PIFL,PIFL39,15.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,16,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,61.8,NA,alive,LPS3038,2102002,2021-12-23 13:52:00,2021-12-23,1352,61.8,21.4,17.1,6.8
PIFL,PIFL39,16.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,17,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,563,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,17.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,18,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,542,NA,50,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,18.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,19,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,521,37.2,10,alive,LPS2668,1903801,2022-01-14 11:21:00,2022-01-14,1121,37.2,21.1,21,9.8
PIFL,PIFL39,19.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,20,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,503,94,10,alive,LPS3038,1902300,2022-01-20 12:19:00,2022-01-20,1219,94,20.7,26.9,11.9
PIFL,PIFL39,20.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,21,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,485,64.3,10,alive,LPS3038,1802000,2022-01-27 10:07:00,2022-01-27,1007,64.3,19.1,18.7,7.8
PIFL,PIFL39,21.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,22,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,474,56.3,10,alive,LPS2668,1803502,2022-02-03 10:57:00,2022-02-03,1057,56.3,17.4,24.9,11.1
PIFL,PIFL39,22.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,23,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,459,45.3,10,alive,LPS2668,2003204,2022-02-10 10:00:00,2022-02-10,1000,45.3,19.6,21.6,10.5
PIFL,PIFL39,23.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,24,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,445,78.8,25,alive,LPS3038,2002300,2022-02-17 10:51:00,2022-02-17,1051,78.8,19.7,23.3,10.2
PIFL,PIFL39,24.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,25,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,436,88.5,10,alive,LPS3038,2002107,2022-02-24 09:05:00,2022-02-24,0905,88.5,18.8,23.4,10.3
PIFL,PIFL39,25.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,26,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,427,57.5,25,alive,LPS3038,2002000,2022-03-03 11:44:00,2022-03-03,1144,57.5,21.7,17.2,7.6
PIFL,PIFL39,26.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,27,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,417,56.6,25,alive,LPS3038,1902002,2022-03-11 10:54:00,2022-03-11,1054,56.6,19.3,16.5,6.9
PIFL,PIFL39,27.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,28,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,409,37.8,25,alive,LPS2668,2003304,2022-03-18 13:55:00,2022-03-18,1355,37.8,21.5,18.5,8.3
PIFL,PIFL39,28.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,29,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,403,33.3,25,alive,LPS2668,2002800,2022-03-24 10:20:00,2022-03-24,1020,33.3,20.1,14.9,6.7
PIFL,PIFL39,29.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,30,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,398,62.5,25,alive,LPS3038,2002202,2022-03-31 10:15:00,2022-03-31,1015,62.5,21.5,19.5,8.5
PIFL,PIFL39,30.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,31,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,393,49.4,50,alive,LPS3038,2202002,2022-04-07 13:44:00,2022-04-07,1344,49.4,22.2,15.3,6.7
PIFL,PIFL39,31.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,50,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,32,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,387,29.5,50,alive,LPS2668,2003301,2022-04-15 09:29:00,2022-04-15,0929,29.5,20.7,15.6,7.2
PIFL,PIFL39,32.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,50,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,33,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,383,59.5,50,alive,LPS3038,2102001,2022-04-21 11:39:00,2022-04-21,1139,59.5,22.7,16.9,7
PIFL,PIFL39,33.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,50,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,34,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,379,44.8,50,alive,LPS3038,2202002,2022-04-29 08:59:00,2022-04-29,0859,44.8,22.3,13.7,5.7
PIFL,PIFL39,34.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,50,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,35,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,376,52.8,50,dead,LPS3038,2202001,2022-05-06 14:10:00,2022-05-06,1410,52.8,23.7,15.3,6.3
PIFL,PIFL39,35.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,NA,NA,50,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL39,36,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,5.73,149,4,3.44,376,29.5,50,dead,LPS2668,2203303,2022-05-12 09:04:00,2022-05-12,0904,29.5,22.4,15.4,7
PIFL,PIFL40,1,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,779,209.9,10,alive,LPS3038,2402800,2021-09-13 12:49:00,2021-09-13,1249,209.9,25.2,43.2,19.3
PIFL,PIFL40,1.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,2,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,769,257.2,10,alive,LPS3038,2402902,2021-09-17 14:02:00,2021-09-17,1402,257.2,25.4,48.1,22.5
PIFL,PIFL40,2.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,3,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,760,359.2,10,alive,LPS3038,2302801,2021-09-23 12:26:00,2021-09-23,1226,359.2,23.8,52,23.4
PIFL,PIFL40,3.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,4,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,752,275.5,10,alive,LPS3038,2302602,2021-10-01 13:45:00,2021-10-01,1345,275.5,24,46.5,20.7
PIFL,PIFL40,4.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,743,130.4,10,alive,LPS3038,2302402,2021-10-08 15:16:00,2021-10-08,1516,130.4,24.9,33.3,15.7
PIFL,PIFL40,5.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,6,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,737,86,10,alive,LPS3038,2002202,2021-10-14 12:27:00,2021-10-14,1227,86,22.6,24.2,10.7
PIFL,PIFL40,6.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,7,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,728,99.2,10,alive,LPS3038,2402402,2021-10-21 17:18:00,2021-10-21,1718,99.2,24.7,27.2,11.7
PIFL,PIFL40,7.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,NA,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,8,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,708,84.7,10,alive,LPS3038,2202000,2021-10-28 12:21:00,2021-10-28,1221,84.7,23.5,21.5,8.8
PIFL,PIFL40,8.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,9,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,692,84.9,10,alive,LPS3038,2102002,2021-11-04 15:06:00,2021-11-04,1506,84.9,23.2,22.2,9.6
PIFL,PIFL40,9.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,10,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,663,102.7,10,alive,LPS3038,2102001,2021-11-12 09:55:00,2021-11-12,0955,102.7,21.8,24.9,10.5
PIFL,PIFL40,10.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,11,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,629,108.9,10,alive,LPS3038,2002001,2021-11-18 14:49:00,2021-11-18,1449,108.9,22.3,25.9,11.1
PIFL,PIFL40,11.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,12,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,593,129.6,10,alive,LPS3038,2002000,2021-11-23 14:39:00,2021-11-23,1439,129.6,22,28.6,12.2
PIFL,PIFL40,12.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,13,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,564,78.8,10,alive,LPS3038,2102100,2021-12-02 12:19:00,2021-12-02,1219,78.8,23.1,21.1,8.6
PIFL,PIFL40,13.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,14,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,538,119.2,10,alive,LPS3038,2002001,2021-12-09 10:24:00,2021-12-09,1024,119.2,19.2,26.7,11.1
PIFL,PIFL40,14.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,15,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,517,155.7,10,alive,LPS3038,1802001,2021-12-16 14:01:00,2021-12-16,1401,155.7,19.3,32.8,14.1
PIFL,PIFL40,15.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,16,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,84.3,NA,alive,LPS3038,2102002,2021-12-23 13:50:00,2021-12-23,1350,84.3,21.3,21.5,8.8
PIFL,PIFL40,16.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,17,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,485,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,17.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,18,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,463,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,18.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,19,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,452,32.9,10,alive,LPS2668,1903801,2022-01-14 11:14:00,2022-01-14,1114,32.9,21,19.3,8.9
PIFL,PIFL40,19.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,20,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,437,88.2,25,alive,LPS3038,1902300,2022-01-20 12:10:00,2022-01-20,1210,88.2,20.8,25.6,11.1
PIFL,PIFL40,20.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,21,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,427,63.6,10,alive,LPS3038,1802000,2022-01-27 10:02:00,2022-01-27,1002,63.6,18.9,18.6,7.9
PIFL,PIFL40,21.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,22,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,417,22.2,10,alive,LPS2668,1803502,2022-02-03 10:52:00,2022-02-03,1052,22.2,17.4,12.3,5.3
PIFL,PIFL40,22.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIFL,PIFL40,23,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,410,24.5,10,alive,LPS2668,2003204,2022-02-10 09:57:00,2022-02-10,0957,24.5,19.7,14.2,7.2
PIFL,PIFL40,23.5,1,2,Pinus flexilis,Limber Pine,Ambient,Drought,yes,6.14,178,5,3.58,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
