Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Porometer,PercentBrown,Dead,Dead_Count,SerialNumber,CalNum,DateTime,Date,Time,Conductance,Temperature_C,LeafSensor_PercentRH,FilterSensor_PercentRH
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,15.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,16,NA,NA,NA,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,16.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,17,410,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,17.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,18,393,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,18.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,19,382,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,19.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,20,369,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,20.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,21,359,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,21.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,22,348,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,22.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,23,340,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,23.5,NA,NA,50,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,24,338,NA,50,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,24.5,NA,NA,75,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,25,338,NA,75,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,25.5,NA,NA,75,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,26,338,NA,75,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,26.5,NA,NA,75,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,27,337,NA,75,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,27.5,NA,NA,50,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,28,336,NA,75,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,28.5,NA,NA,75,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,29,336,NA,75,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,29.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,30,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,30.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,31,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,31.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,32,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,32.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,33,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,33.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,34,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,34.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,35,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,35.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL19,Ambient_HW,Drought,no,4.17,91,3,1.74,36,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,1,787,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,1.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,2,781,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,2.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,3,775,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,3.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,4,777,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,4.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,5,773,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,5.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,6,759,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,6.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,7,754,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,7.5,NA,NA,NA,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,8,689,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,8.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,9,664,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,9.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,10,644,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,10.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,11,602,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,11.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,12,570,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,12.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,13,545,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,13.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,14,518,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,14.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,15,500,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,15.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,16,NA,NA,NA,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,16.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,17,479,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,17.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,18,465,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,18.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,19,454,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,19.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,20,440,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,20.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,21,429,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,21.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,22,418,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,22.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,23,410,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,23.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,24,404,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,24.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,25,401,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,25.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,26,397,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,26.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,27,393,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,27.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,28,388,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,28.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,29,385,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,29.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,30,384,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,30.5,NA,NA,50,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,31,384,NA,50,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,31.5,NA,NA,50,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,32,382,NA,75,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,32.5,NA,NA,50,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,33,381,NA,75,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,33.5,NA,NA,50,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,34,381,NA,75,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,34.5,NA,NA,90,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,35,381,NA,90,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,35.5,NA,NA,90,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL20,Ambient_HW,Drought,no,6.09,81,3,1.61,36,381,NA,90,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,1,726,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,1.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,2,717,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,2.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,3,709,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,3.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,4,707,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,4.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,5,698,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,5.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,6,670,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,6.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,7,664,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,7.5,NA,NA,NA,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,8,600,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,8.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,9,584,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,9.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,10,565,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,10.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,11,529,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,11.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,12,506,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,12.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL21,Ambient_HW,Drought,no,5.51,86,3,2.09,13,488,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
