Chamber,Kestrel,Date,Time,Temperature_C,WetBulb_C,PercentRH,Barometer_MB,Altitude_M,StationPressure_MB,WindSpeed_M/S,HeatIndex_C,DewPoint_C,DensityAltitude_M,WindChill_C,DateTime
1,1,2021-12-20,2030,24.8,13.4,27.9,934.7,674,934.7,0,22.7,5,1209,24.8,2021-12-20 20:30:00
1,1,2021-12-20,2100,24.4,13.1,28.1,934.5,675,934.6,0,22.3,4.8,1195,24.3,2021-12-20 21:00:00
1,1,2021-12-20,2130,23.8,13,29.1,934.7,674,934.7,0,22,4.8,1183,23.8,2021-12-20 21:30:00
1,1,2021-12-20,2200,23.6,12.9,29.1,934.7,673,934.7,0,21.9,4.6,1168,23.6,2021-12-20 22:00:00
1,1,2021-12-20,2230,23.4,12.7,29.2,934.7,673,934.8,0,21.6,4.4,1157,23.3,2021-12-20 22:30:00
1,1,2021-12-20,2300,23,12.5,29.5,934.9,672,934.9,0,21.4,4.3,1146,23,2021-12-20 23:00:00
1,1,2021-12-20,2330,22.8,12.4,29.9,934.9,671,934.9,0,21.1,4.3,1137,22.7,2021-12-20 23:30:00
1,1,2021-12-21,0000,22.4,12.2,30,934.7,673,934.7,0,21,4,1126,22.4,2021-12-21 00:00:00
1,1,2021-12-21,0030,22.2,12.1,30.4,934.7,673,934.7,0,20.7,4,1116,22.1,2021-12-21 00:30:00
1,1,2021-12-21,0100,22,12,30.5,934.7,673,934.8,0,20.7,3.9,1111,22,2021-12-21 01:00:00
1,1,2021-12-21,0130,22.1,12,30.5,934.2,676,934.3,0,20.7,3.9,1118,22,2021-12-21 01:30:00
1,1,2021-12-21,0200,22,12,30.4,934.2,677,934.2,0,20.7,3.9,1117,22,2021-12-21 02:00:00
1,1,2021-12-21,0230,22,12,30.3,934.2,678,934.1,0,20.7,3.8,1117,22,2021-12-21 02:30:00
1,1,2021-12-21,0300,20,10.5,31,934.5,676,934.5,0,17.9,2.3,1040,19.9,2021-12-21 03:00:00
1,1,2021-12-21,0330,17.4,9.1,33.6,935,670,935,0,14.8,1.2,942,17.3,2021-12-21 03:30:00
1,1,2021-12-21,0400,16,8.4,35.8,935.2,667,935.3,0,13.8,0.9,891,16,2021-12-21 04:00:00
1,1,2021-12-21,0430,15,7.8,37.1,935.5,667,935.5,0,13,0.5,850,15,2021-12-21 04:30:00
1,1,2021-12-21,0500,14.1,7.2,38.3,935,669,935.1,0,12.1,0.1,820,14,2021-12-21 05:00:00
1,1,2021-12-21,0530,13.8,7.1,39.3,935,671,935,0,12,0.2,812,13.8,2021-12-21 05:30:00
1,1,2021-12-21,0600,12.1,6.4,41.8,935,669,935.1,0,10.5,-0.5,772,12,2021-12-21 06:00:00
1,1,2021-12-21,0630,11.4,5.5,41.8,935.2,669,935.2,0,9.9,-1.1,722,11.3,2021-12-21 06:30:00
1,1,2021-12-21,0700,11.1,5.6,44,935.5,666,935.5,0,9.8,-0.6,710,11.1,2021-12-21 07:00:00
1,1,2021-12-21,0730,11.1,5.7,44,935.5,666,935.6,0,9.8,-0.6,709,11.1,2021-12-21 07:30:00
1,1,2021-12-21,0800,12.8,6.8,43.4,935,670,935,0,11.2,0.6,777,12.7,2021-12-21 08:00:00
1,1,2021-12-21,0830,14.9,8.2,40.7,935.2,667,935.3,0,12.9,1.6,851,14.8,2021-12-21 08:30:00
1,1,2021-12-21,0900,15.3,8.2,38.7,935.5,667,935.5,0,13.3,1.4,864,15.3,2021-12-21 09:00:00
1,1,2021-12-21,0930,15.5,8.3,38.7,935.4,667,935.4,0,13.4,1.5,870,15.4,2021-12-21 09:30:00
1,1,2021-12-21,1000,17.4,9.7,38,935.5,666,935.5,0,15,2.9,939,17.3,2021-12-21 10:00:00
1,1,2021-12-21,1030,19.7,11.1,35.5,935.2,667,935.4,0,17.8,4,1024,19.7,2021-12-21 10:30:00
1,1,2021-12-21,1100,20.3,11.3,33.5,934.7,672,934.8,0,18.6,3.8,1052,20.3,2021-12-21 11:00:00
1,1,2021-12-21,1130,20.5,11.3,33.2,934.9,672,934.9,0,18.7,3.7,1055,20.4,2021-12-21 11:30:00
1,1,2021-12-21,1200,23.5,13.2,31.9,933.7,681,933.8,0,21.9,5.8,1176,23.4,2021-12-21 12:00:00
1,1,2021-12-21,1230,27.6,15.5,28.2,933,687,933.1,0,25.5,7.5,1327,27.5,2021-12-21 12:30:00
1,1,2021-12-21,1300,28.4,15.5,25.8,932.7,692,932.7,0,26.3,7,1359,28.4,2021-12-21 13:00:00
1,1,2021-12-21,1330,28.4,15.5,25.8,932.2,696,932.2,0,26.3,6.9,1364,28.4,2021-12-21 13:30:00
1,1,2021-12-21,1400,28.1,15.3,25.7,931.7,700,931.8,0,26,6.7,1358,28.1,2021-12-21 14:00:00
1,1,2021-12-21,1430,27.9,15.2,26,931.5,702,931.5,0,25.8,6.7,1355,27.9,2021-12-21 14:30:00
1,1,2021-12-21,1500,27.7,15.1,26.1,931.2,703,931.3,0,25.6,6.5,1349,27.7,2021-12-21 15:00:00
1,1,2021-12-21,1530,27.3,15,26.5,931.2,704,931.2,0,25.3,6.4,1340,27.3,2021-12-21 15:30:00
1,1,2021-12-21,1600,27.2,14.9,26.5,931.2,703,931.3,0,25.2,6.3,1331,27.2,2021-12-21 16:00:00
1,1,2021-12-21,1630,26.8,14.7,26.8,931.4,703,931.4,0,24.7,6.1,1318,26.7,2021-12-21 16:30:00
1,1,2021-12-21,1700,26.6,14.4,26.8,931.2,704,931.2,0,24.5,6,1310,26.5,2021-12-21 17:00:00
1,1,2021-12-21,1730,26.5,14.4,26.8,931.4,703,931.4,0,24.5,5.9,1305,26.5,2021-12-21 17:30:00
1,1,2021-12-21,1800,26.2,14.3,27,931.5,701,931.6,0,24.2,5.8,1294,26.2,2021-12-21 18:00:00
1,1,2021-12-21,1830,25.8,14,27.3,932,696,932.1,0,23.7,5.5,1271,25.7,2021-12-21 18:30:00
1,1,2021-12-21,1900,25.6,13.9,27.5,932.5,692,932.6,0,23.6,5.5,1261,25.6,2021-12-21 19:00:00
1,1,2021-12-21,1930,25.6,13.9,27.6,932.4,694,932.4,0,23.5,5.5,1262,25.5,2021-12-21 19:30:00
1,1,2021-12-21,2000,25.2,13.6,27.6,932.9,690,932.9,0,23.2,5.3,1246,25.2,2021-12-21 20:00:00
1,1,2021-12-21,2030,24.8,13.4,27.9,932.9,689,932.9,0,22.8,5.1,1230,24.8,2021-12-21 20:30:00
1,1,2021-12-21,2100,24.5,13.3,28.4,933.5,684,933.6,0,22.5,5,1209,24.4,2021-12-21 21:00:00
1,1,2021-12-21,2130,24.1,13.1,28.8,933.2,685,933.3,0,22.2,4.8,1199,24,2021-12-21 21:30:00
1,1,2021-12-21,2200,23.7,12.9,29.1,933.4,684,933.4,0,21.9,4.7,1184,23.6,2021-12-21 22:00:00
1,1,2021-12-21,2230,23.4,12.7,29.5,933.7,682,933.7,0,21.6,4.5,1169,23.3,2021-12-21 22:30:00
1,1,2021-12-21,2300,23.1,12.6,29.9,933.4,684,933.4,0,21.4,4.5,1163,23,2021-12-21 23:00:00
1,1,2021-12-21,2330,22.8,12.5,30.4,933.5,684,933.5,0,21.2,4.5,1152,22.7,2021-12-21 23:30:00
1,1,2021-12-22,0000,22.5,12.4,30.9,933.2,687,933.1,0,21,4.5,1146,22.4,2021-12-22 00:00:00
1,1,2021-12-22,0030,22.1,12.2,31.1,933,687,933.1,0,20.7,4.3,1134,22.1,2021-12-22 00:30:00
1,1,2021-12-22,0100,22.1,12.1,31.4,932.9,690,932.9,0,20.7,4.4,1134,22,2021-12-22 01:00:00
1,1,2021-12-22,0130,22.1,12.1,31.4,932.7,690,932.8,0,20.7,4.4,1134,22,2021-12-22 01:30:00
1,1,2021-12-22,0200,22.1,12.1,31.5,932.7,691,932.7,0,20.7,4.4,1137,22,2021-12-22 02:00:00
1,1,2021-12-22,0230,22.1,12.1,31.5,932.7,691,932.7,0,20.7,4.4,1136,22,2021-12-22 02:30:00
1,1,2021-12-22,0300,20,10.9,32.3,932.9,689,932.9,0,18.1,3,1060,20,2021-12-22 03:00:00
1,1,2021-12-22,0330,17.4,9.3,35.2,933,688,933,0,14.9,1.9,964,17.3,2021-12-22 03:30:00
1,1,2021-12-22,0400,16,8.6,37.8,933.4,684,933.4,0,13.8,1.6,911,15.9,2021-12-22 04:00:00
1,1,2021-12-22,0430,15,8.1,39.4,933.4,685,933.4,0,13.1,1.3,876,15,2021-12-22 04:30:00
1,1,2021-12-22,0500,14,7.5,40.7,933,688,933.1,0,12.2,0.9,843,14,2021-12-22 05:00:00
1,1,2021-12-22,0530,13.8,7.5,41.8,933.2,687,933.2,0,12.1,1,834,13.8,2021-12-22 05:30:00
1,1,2021-12-22,0600,12.7,6.6,42.5,933.2,686,933.2,0,11,0.3,792,12.6,2021-12-22 06:00:00
1,1,2021-12-22,0630,11.4,5.9,44.5,933.2,686,933.3,0,10,-0.2,745,11.4,2021-12-22 06:30:00
1,1,2021-12-22,0700,11.1,5.9,46.6,933.4,684,933.4,0,9.8,0.1,735,11.1,2021-12-22 07:00:00
1,1,2021-12-22,0730,11.1,5.9,47.1,933.7,683,933.7,0,9.9,0.2,731,11.1,2021-12-22 07:30:00
1,1,2021-12-22,0800,12.8,7.3,46.5,933.9,680,933.9,0,11.4,1.6,792,12.8,2021-12-22 08:00:00
1,1,2021-12-22,0830,14.9,8.5,43.3,934,680,934,0,13.1,2.5,868,14.9,2021-12-22 08:30:00
1,1,2021-12-22,0900,15.4,8.6,40.6,934,679,934,0,13.4,2.1,885,15.4,2021-12-22 09:00:00
1,1,2021-12-22,0930,15.5,8.6,40.3,934.2,677,934.2,0,13.5,2.1,885,15.5,2021-12-22 09:30:00
1,1,2021-12-22,1000,17.4,9.9,39.5,934.2,677,934.3,0,15.2,3.5,954,17.4,2021-12-22 10:00:00
1,1,2021-12-22,1030,19.7,11.3,36.5,934,678,934.1,0,17.9,4.4,1040,19.7,2021-12-22 10:30:00
1,1,2021-12-22,1100,20.3,11.3,34.3,933.9,681,933.9,0,18.6,4.1,1062,20.3,2021-12-22 11:00:00
1,1,2021-12-22,1130,22,11.4,32.4,933,687,933.1,0,20.8,4.8,1072,22,2021-12-22 11:30:00
1,1,2021-12-22,1200,23.6,13.4,32.4,932.7,691,932.8,0,22.1,6.1,1191,23.6,2021-12-22 12:00:00
1,1,2021-12-22,1230,28,15.5,26.2,931.5,702,931.5,0,26,6.8,1342,28,2021-12-22 12:30:00
1,1,2021-12-22,1300,28.5,15.6,26.2,931,706,931.1,0,26.4,7.2,1378,28.4,2021-12-22 13:00:00
1,1,2021-12-22,1330,28.4,15.5,26,930.7,708,930.8,0,26.2,7,1378,28.3,2021-12-22 13:30:00
1,1,2021-12-22,1400,28.1,15.3,26,930.2,712,930.3,0,26.1,6.8,1373,28.1,2021-12-22 14:00:00
1,1,2021-12-22,1430,27.9,15.2,26.2,930,715,930,0,25.9,6.7,1369,27.9,2021-12-22 14:30:00
1,1,2021-12-22,1500,27.7,15,26.2,929.7,717,929.8,0,25.5,6.5,1364,27.6,2021-12-22 15:00:00
1,1,2021-12-22,1530,27.5,15,26.2,929.7,718,929.7,0,25.3,6.4,1357,27.4,2021-12-22 15:30:00
1,1,2021-12-22,1600,27.2,14.7,25.9,929.7,717,929.7,0,25,6,1347,27.1,2021-12-22 16:00:00
1,1,2021-12-22,1630,26.8,14.4,25.8,929.7,717,929.8,0,24.7,5.6,1332,26.8,2021-12-22 16:30:00
1,1,2021-12-22,1700,26.5,14.2,25.7,930,715,930,0,24.4,5.3,1321,26.5,2021-12-22 17:00:00
1,1,2021-12-22,1730,26.5,14.1,25.6,929.9,715,929.9,0,24.3,5.2,1320,26.4,2021-12-22 17:30:00
1,1,2021-12-22,1800,26.1,13.9,25.8,930.2,714,930.2,0,24,5,1303,26.1,2021-12-22 18:00:00
1,1,2021-12-22,1830,25.7,13.8,26.2,930.2,714,930.2,0,23.6,4.9,1288,25.7,2021-12-22 18:30:00
1,1,2021-12-22,1900,25.6,13.7,26.7,929.9,715,929.9,0,23.5,5,1289,25.5,2021-12-22 19:00:00
1,1,2021-12-22,1930,25.5,13.7,26.9,930.4,712,930.4,0,23.5,5.1,1282,25.5,2021-12-22 19:30:00
1,1,2021-12-22,2000,25.2,13.6,27.1,930.5,710,930.5,0,23.2,5,1270,25.2,2021-12-22 20:00:00
1,1,2021-12-22,2030,24.8,13.4,27.5,931,706,931,0,22.8,4.8,1250,24.8,2021-12-22 20:30:00
1,1,2021-12-22,2100,24.1,13.1,28.2,930.9,707,930.9,0,22.2,4.6,1234,24.1,2021-12-22 21:00:00
1,1,2021-12-22,2130,23.9,12.9,28.2,930.9,706,930.9,0,22.1,4.4,1218,23.9,2021-12-22 21:30:00
1,1,2021-12-22,2200,23.5,12.8,29,931.2,704,931.2,0,21.7,4.4,1205,23.4,2021-12-22 22:00:00
1,1,2021-12-22,2230,23.3,12.6,29,931,704,931.1,0,21.6,4.3,1196,23.3,2021-12-22 22:30:00
1,1,2021-12-22,2300,23.1,12.5,29.4,931.2,704,931.2,0,21.4,4.2,1186,23,2021-12-22 23:00:00
1,1,2021-12-22,2330,22.7,12.3,29.7,931.2,704,931.2,0,21.1,4.1,1174,22.7,2021-12-22 23:30:00
1,1,2021-12-23,0000,22.5,12.2,30.1,931,706,931,0,21,4.1,1167,22.4,2021-12-23 00:00:00
1,1,2021-12-23,0030,22.2,12.1,30.2,930.5,709,930.6,0,20.8,3.9,1162,22.2,2021-12-23 00:30:00
1,1,2021-12-23,0100,22,11.9,30.3,930.7,708,930.7,0,20.7,3.8,1155,22,2021-12-23 01:00:00
1,1,2021-12-23,0130,22.1,11.9,29.8,930.9,707,930.9,0,20.6,3.6,1154,22,2021-12-23 01:30:00
1,1,2021-12-23,0200,22.1,11.8,29.5,931,706,931,0,20.6,3.5,1153,22,2021-12-23 02:00:00
1,1,2021-12-23,0230,22,11.6,29,931,706,931,0,20.5,3.1,1148,21.9,2021-12-23 02:30:00
1,1,2021-12-23,0300,20,10.3,29.3,931.2,704,931.1,0,17.8,1.6,1075,19.9,2021-12-23 03:00:00
1,1,2021-12-23,0330,17.4,8.8,31.9,931.7,700,931.7,0,14.7,0.4,975,17.3,2021-12-23 03:30:00
1,1,2021-12-23,0400,16,8.2,34.1,931.5,700,931.6,0,13.7,0.2,928,16,2021-12-23 04:00:00
1,1,2021-12-23,0430,15,7.6,35.2,931.4,703,931.4,0,12.9,-0.2,894,15,2021-12-23 04:30:00
1,1,2021-12-23,0500,14,6.9,36.2,931.7,700,931.7,0,12,-0.8,854,14,2021-12-23 05:00:00
1,1,2021-12-23,0530,13.8,6.9,37.1,931.5,701,931.5,0,11.9,-0.6,849,13.7,2021-12-23 05:30:00
1,1,2021-12-23,0600,12.7,6.2,37.9,932.2,695,932.2,0,10.9,-1.3,801,12.7,2021-12-23 06:00:00
1,1,2021-12-23,0630,11.2,5.3,41.1,932.5,692,932.6,0,9.8,-1.5,751,11.2,2021-12-23 06:30:00
1,1,2021-12-23,0700,11.1,5.2,41.1,932.5,692,932.6,0,9.6,-1.6,738,11,2021-12-23 07:00:00
1,1,2021-12-23,0730,11.1,5.4,41.9,932.4,694,932.4,0,9.7,-1.3,742,11.1,2021-12-23 07:30:00
1,1,2021-12-23,0800,12.7,6.6,41.6,932,698,932,0,11.1,0,807,12.7,2021-12-23 08:00:00
1,1,2021-12-23,0830,14.9,7.8,38.9,931.9,698,931.9,0,12.9,1,886,14.8,2021-12-23 08:30:00
1,1,2021-12-23,0900,15.3,8,36.8,932.5,692,932.5,0,13.2,0.7,896,15.3,2021-12-23 09:00:00
1,1,2021-12-23,0930,15.5,8.1,36.8,932.7,691,932.7,0,13.3,0.8,899,15.4,2021-12-23 09:30:00
1,1,2021-12-23,1000,17.3,9.4,36,932.4,694,932.4,0,14.9,2.1,970,17.3,2021-12-23 10:00:00
1,1,2021-12-23,1030,19.8,10.8,33.6,932,696,932.1,0,17.7,3.3,1061,19.7,2021-12-23 10:30:00
1,1,2021-12-23,1100,20.3,10.9,31.6,932.2,694,932.3,0,18.5,3,1078,20.3,2021-12-23 11:00:00
1,1,2021-12-23,1130,20.5,11,31.3,931.9,698,931.9,0,18.8,3,1089,20.5,2021-12-23 11:30:00
1,1,2021-12-23,1200,23.1,12.4,28.8,931.2,704,931.2,0,21.4,4,1186,23,2021-12-23 12:00:00
1,1,2021-12-23,1230,25.4,13.6,26.8,930.2,712,930.3,0,23.3,4.9,1276,25.3,2021-12-23 12:30:00
1,1,2021-12-23,1300,27.4,15.3,28.2,929.4,720,929.4,0,25.4,7.4,1363,27.4,2021-12-23 13:00:00
1,1,2021-12-23,1330,28,15.8,28.7,929,724,929.1,0,26.1,8.1,1386,27.9,2021-12-23 13:30:00
1,1,2021-12-23,1400,28,16,29.5,928.5,727,928.6,0,26.2,8.6,1394,28,2021-12-23 14:00:00
1,1,2021-12-23,1430,27.9,16.1,29.9,928,732,928,0,26.1,8.8,1399,27.9,2021-12-23 14:30:00
1,1,2021-12-23,1500,27.8,16.1,30.5,927.9,734,927.9,0,26,8.9,1396,27.8,2021-12-23 15:00:00
1,1,2021-12-23,1530,27.6,16,30.8,927.5,738,927.5,0,25.8,8.9,1396,27.6,2021-12-23 15:30:00
1,1,2021-12-23,1600,26.8,16,72,927.7,734,927.8,0,29.2,21.4,1384,26.8,2021-12-23 16:00:00
1,1,2021-12-23,1630,26.2,22.2,72,927.7,734,927.8,0,28.1,20.8,1397,26.2,2021-12-23 16:30:00
1,1,2021-12-23,1700,26.7,23.6,78.6,928.4,730,928.4,0,29.7,22.6,1420,26.6,2021-12-23 17:00:00
1,1,2021-12-23,1730,26.7,23.6,78.1,928.4,730,928.4,0,29.6,22.6,1419,26.6,2021-12-23 17:30:00
1,1,2021-12-23,1800,26.5,22.9,74.7,928.4,729,928.4,0,28.9,21.7,1408,26.5,2021-12-23 18:00:00
1,1,2021-12-23,1830,26.1,21.9,70.5,928.5,727,928.6,0,27.7,20.4,1384,26.1,2021-12-23 18:30:00
1,1,2021-12-23,1900,25.6,20.8,66.6,928.4,729,928.4,0,26.5,18.9,1361,25.6,2021-12-23 19:00:00
1,1,2021-12-23,1930,25.5,19.9,61,928.4,730,928.4,0,25.9,17.4,1349,25.5,2021-12-23 19:30:00
1,1,2021-12-23,2000,25.2,18.9,56.7,928.5,728,928.5,0,25.1,16,1332,25.2,2021-12-23 20:00:00
1,1,2021-12-23,2030,24.9,18.1,54.1,928.2,731,928.2,0,24.4,15,1317,24.8,2021-12-23 20:30:00
1,1,2021-12-23,2100,24.5,17.6,52.5,928.5,729,928.5,0,24,14.2,1298,24.5,2021-12-23 21:00:00
1,1,2021-12-23,2130,24.1,17.1,51.4,928.7,726,928.8,0,23.4,13.4,1276,24,2021-12-23 21:30:00
1,1,2021-12-23,2200,23.7,16.6,50.8,928.5,727,928.6,0,23.1,12.9,1263,23.6,2021-12-23 22:00:00
1,1,2021-12-23,2230,23.3,16.3,50.3,928.5,728,928.6,0,22.8,12.4,1249,23.3,2021-12-23 22:30:00
1,1,2021-12-23,2300,23.1,16,50.1,928.7,727,928.7,0,22.5,12.1,1238,23,2021-12-23 23:00:00
1,1,2021-12-23,2330,22.8,15.8,50,928,732,928.1,0,22.1,11.8,1234,22.7,2021-12-23 23:30:00
1,1,2021-12-24,0000,22.5,15.5,50.1,928.2,731,928.2,0,22,11.6,1221,22.4,2021-12-24 00:00:00
1,1,2021-12-24,0030,22.2,15.2,50.1,927.7,735,927.8,0,21.7,11.3,1213,22.1,2021-12-24 00:30:00
1,1,2021-12-24,0100,22,15,50,928,732,928.1,0,21.5,11.1,1204,21.9,2021-12-24 01:00:00
1,1,2021-12-24,0130,21.9,15,50,927.9,734,927.9,0,21.4,11,1204,21.9,2021-12-24 01:30:00
1,1,2021-12-24,0200,21.9,15,50,928,732,928.1,0,21.3,11,1199,21.8,2021-12-24 02:00:00
1,1,2021-12-24,0230,21.9,15,49.9,928,732,928,0,21.4,11,1202,21.9,2021-12-24 02:30:00
1,1,2021-12-24,0300,20.6,13.9,49.1,927.7,734,927.8,0,19.8,9.6,1155,20.6,2021-12-24 03:00:00
1,1,2021-12-24,0330,18.4,12.3,50.9,927.7,734,927.8,0,16.6,8,1071,18.3,2021-12-24 03:30:00
1,1,2021-12-24,0400,16.1,11.2,55.8,927.7,735,927.8,0,14.7,7.3,1009,16.1,2021-12-24 04:00:00
1,1,2021-12-24,0430,15.6,10.5,55.8,927.7,735,927.7,0,14.2,6.8,971,15.5,2021-12-24 04:30:00
1,1,2021-12-24,0500,14.6,9.9,57.1,927.7,736,927.7,0,13.3,6.2,935,14.5,2021-12-24 05:00:00
1,1,2021-12-24,0530,14,9.6,58.8,927.9,734,927.9,0,13,6.1,913,14,2021-12-24 05:30:00
1,1,2021-12-24,0600,13.2,8.9,58.6,928,732,928,0,12.2,5.3,881,13.2,2021-12-24 06:00:00
1,1,2021-12-24,0630,12.1,8.1,59.6,928,732,928.1,0,11.2,4.5,838,12.1,2021-12-24 06:30:00
1,1,2021-12-24,0700,11.8,7.9,62,929.4,721,929.4,0,10.9,4.7,811,11.7,2021-12-24 07:00:00
1,1,2021-12-24,0730,11.6,8,63,929.2,722,929.2,0,10.9,4.8,808,11.6,2021-12-24 07:30:00
1,1,2021-12-24,0800,12.5,9,65.9,929.5,718,929.6,0,11.7,6.3,839,12.4,2021-12-24 08:00:00
1,1,2021-12-24,0830,14.2,10.5,65.1,929.7,718,929.7,0,13.4,7.8,905,14.2,2021-12-24 08:30:00
1,1,2021-12-24,0900,15.2,11,61.6,929.4,720,929.4,0,14.2,7.9,943,15.2,2021-12-24 09:00:00
1,1,2021-12-24,0930,15.4,11.1,61,929.9,715,929.9,0,14.3,8,945,15.4,2021-12-24 09:30:00
1,1,2021-12-24,1000,16.6,12.3,62.6,929.7,717,929.8,0,15.6,9.4,993,16.6,2021-12-24 10:00:00
1,1,2021-12-24,1030,18.6,13.8,60.8,929.7,717,929.8,0,17.5,10.9,1069,18.6,2021-12-24 10:30:00
1,1,2021-12-24,1100,19.9,14.4,57.2,928.2,730,928.3,0,19,11.2,1128,19.8,2021-12-24 11:00:00
1,1,2021-12-24,1130,20.2,14.7,57.1,928.2,731,928.3,0,19.5,11.4,1141,20.2,2021-12-24 11:30:00
1,1,2021-12-24,1200,22.2,16.6,58.9,927.5,737,927.5,0,22,13.7,1226,22.1,2021-12-24 12:00:00
1,1,2021-12-24,1230,25.5,19.2,56.7,926.7,744,926.8,0,25.5,16.3,1361,25.5,2021-12-24 12:30:00
1,1,2021-12-24,1300,27.4,20.1,52.7,926.7,745,926.7,0,27.9,16.9,1430,27.4,2021-12-24 13:00:00
1,1,2021-12-24,1330,27.8,20.3,52.7,925.9,752,925.9,0,28.4,17.3,1451,27.8,2021-12-24 13:30:00
1,1,2021-12-24,1400,27.9,20.5,52.7,925.7,753,925.8,0,28.4,17.3,1455,27.8,2021-12-24 14:00:00
1,1,2021-12-24,1430,27.8,20.4,53.2,925.7,753,925.8,0,28.3,17.4,1451,27.7,2021-12-24 14:30:00
1,1,2021-12-24,1500,27.6,20.3,53.5,925.7,753,925.7,0,28.1,17.3,1447,27.5,2021-12-24 15:00:00
1,1,2021-12-24,1530,27.4,20.3,53.9,926,752,926,0,28,17.2,1438,27.4,2021-12-24 15:30:00
1,1,2021-12-24,1600,27.2,20.1,54,926,750,926.1,0,27.6,17.1,1428,27.1,2021-12-24 16:00:00
1,1,2021-12-24,1630,26.9,20,54.4,926.5,747,926.5,0,27.2,16.9,1412,26.9,2021-12-24 16:30:00
1,1,2021-12-24,1700,26.7,19.8,54.6,926.7,744,926.7,0,26.9,16.8,1403,26.6,2021-12-24 17:00:00
1,1,2021-12-24,1730,26.5,19.7,54.9,926.7,745,926.7,0,26.8,16.7,1397,26.5,2021-12-24 17:30:00
1,1,2021-12-24,1800,26.3,19.5,55,927,741,927,0,26.4,16.5,1385,26.2,2021-12-24 18:00:00
1,1,2021-12-24,1830,25.8,19.2,55.3,927.5,737,927.5,0,25.9,16.2,1363,25.8,2021-12-24 18:30:00
1,1,2021-12-24,1900,25.3,18.9,55.7,927.7,735,927.7,0,25.2,15.8,1342,25.3,2021-12-24 19:00:00
1,1,2021-12-24,1930,25.2,18.6,55,927.7,734,927.8,0,24.9,15.5,1334,25.1,2021-12-24 19:30:00
1,1,2021-12-24,2000,24.9,18.3,54.7,927.7,734,927.8,0,24.5,15.2,1325,24.9,2021-12-24 20:00:00
1,1,2021-12-24,2030,24.6,18,54.6,928.2,732,928.1,0,24.2,14.8,1309,24.6,2021-12-24 20:30:00
1,1,2021-12-24,2100,24.2,17.7,54.7,928.2,731,928.2,0,23.8,14.5,1294,24.2,2021-12-24 21:00:00
1,1,2021-12-24,2130,23.9,17.4,54.8,928.5,727,928.6,0,23.4,14.2,1274,23.8,2021-12-24 21:30:00
1,1,2021-12-24,2200,23.4,17.2,55.4,928.9,726,928.9,0,23,13.9,1258,23.3,2021-12-24 22:00:00
1,1,2021-12-24,2230,23.2,17,55.4,928.7,726,928.8,0,22.9,13.8,1248,23.2,2021-12-24 22:30:00
1,1,2021-12-24,2300,22.8,16.8,55.9,929,724,929,0,22.5,13.5,1236,22.7,2021-12-24 23:00:00
1,1,2021-12-24,2330,22.6,16.5,55.9,928.9,724,928.9,0,22.3,13.3,1224,22.5,2021-12-24 23:30:00
1,1,2021-12-25,0000,22.3,16.3,56.1,928.9,724,928.9,0,22.1,13.2,1214,22.3,2021-12-25 00:00:00
1,1,2021-12-25,0030,22,16.2,56.4,928.7,726,928.7,0,21.8,12.9,1205,22,2021-12-25 00:30:00
1,1,2021-12-25,0100,21.9,16.1,56.8,928.7,726,928.8,0,21.6,12.9,1199,21.8,2021-12-25 01:00:00
1,1,2021-12-25,0130,21.8,16,56.9,928.5,727,928.6,0,21.5,12.9,1197,21.7,2021-12-25 01:30:00
1,1,2021-12-25,0200,21.7,16,57,928.7,727,928.7,0,21.5,12.8,1195,21.7,2021-12-25 02:00:00
1,1,2021-12-25,0230,21.8,16,56.9,928.5,727,928.6,0,21.5,12.8,1197,21.7,2021-12-25 02:30:00
1,1,2021-12-25,0300,20.5,14.8,56,928.7,726,928.7,0,19.9,11.5,1148,20.5,2021-12-25 03:00:00
1,1,2021-12-25,0330,18.4,13.1,57.5,928.9,726,928.9,0,16.9,9.8,1065,18.3,2021-12-25 03:30:00
1,1,2021-12-25,0400,16.7,12.2,61.2,929.2,723,929.2,0,15.6,9.2,1001,16.7,2021-12-25 04:00:00
1,1,2021-12-25,0430,15.6,11.5,63.2,929.2,723,929.2,0,14.6,8.7,961,15.6,2021-12-25 04:30:00
1,1,2021-12-25,0500,14.6,10.7,64.8,929.2,723,929.2,0,13.7,8,923,14.5,2021-12-25 05:00:00
1,1,2021-12-25,0530,14.1,10.5,66.8,929.2,723,929.1,0,13.3,8,907,14,2021-12-25 05:30:00
1,1,2021-12-25,0600,13.3,9.8,66.4,929.2,723,929.2,0,12.5,7.1,873,13.2,2021-12-25 06:00:00
1,1,2021-12-25,0630,12.1,9,67.6,929.7,718,929.7,0,11.5,6.3,826,12.1,2021-12-25 06:30:00
1,1,2021-12-25,0700,11.8,8.8,69.5,929.7,716,929.9,0,11.2,6.4,810,11.7,2021-12-25 07:00:00
1,1,2021-12-25,0730,12.1,8.8,74.2,930.2,714,930.2,0,11.6,7.6,802,12,2021-12-25 07:30:00
1,1,2021-12-25,0800,12.6,10,74.2,930.2,713,930.2,0,12.1,8.1,840,12.5,2021-12-25 08:00:00
1,1,2021-12-25,0830,14.7,11.4,69.4,930.7,709,930.6,0,14,9.2,901,14.7,2021-12-25 08:30:00
1,1,2021-12-25,0900,15.2,11.9,69.4,930.7,709,930.7,0,14.4,9.6,933,15.1,2021-12-25 09:00:00
